===============================================================================
EXTENSION NAME : linecount
EXTENSION VERSION : 0.1.7
-------------------------------------------------------------------------------
count time : 2019-05-17 16:55:53
count workspace : c:\Users\bigol\Desktop\repos\dh-unit\Project\Assets
total files : 3261
total code lines : 610316
total comment lines : 13463
total blank lines : 12214

Cirrus.meta, code is 8, comment is 0, blank is 0.
External\NavMeshComponents\Assets\Examples\Terrains.meta, code is 9, comment is 0, blank is 0.
External\NavMeshComponents\Assets\Examples\Terrains\Islands.asset, it is a binary file.
External\NavMeshComponents\Assets\Examples\Terrains\Islands.asset.meta, code is 8, comment is 0, blank is 0.
External\NavMeshComponents\Assets\Examples\Terrains\layer.LightmapWithFog(2048.000,2048.000)(0.000,0.000)(0.000,0.000,0.000),0.000,0.000.terrainlayer, code is 22, comment is 0, blank is 0.
External\NavMeshComponents\Assets\Examples\Terrains\layer.LightmapWithFog(2048.000,2048.000)(0.000,0.000)(0.000,0.000,0.000),0.000,0.000.terrainlayer.meta, code is 8, comment is 0, blank is 0.
External\NavMeshComponents\Assets\Examples\Terrains\LightmapWithFog.png, it is a binary file.
External\NavMeshComponents\Assets\Examples\Terrains\LightmapWithFog.png.meta, code is 53, comment is 0, blank is 0.
External\NavMeshComponents\Assets\Gizmos.meta, code is 9, comment is 0, blank is 0.
External\NavMeshComponents\Assets\Gizmos\NavMeshLink Icon.png, it is a binary file.
External\NavMeshComponents\Assets\Gizmos\NavMeshLink Icon.png.meta, code is 68, comment is 0, blank is 0.
External\NavMeshComponents\Assets\Gizmos\NavMeshModifierVolume Icon.png, it is a binary file.
External\NavMeshComponents\Assets\Gizmos\NavMeshModifierVolume Icon.png.meta, code is 68, comment is 0, blank is 0.
External\NavMeshComponents\Assets\Gizmos\NavMeshSurface Icon.png, it is a binary file.
External\NavMeshComponents\Assets\Gizmos\NavMeshSurface Icon.png.meta, code is 68, comment is 0, blank is 0.
External\NavMeshComponents\Assets\NavMeshComponents.meta, code is 9, comment is 0, blank is 0.
External\NavMeshComponents\Assets\NavMeshComponents\Editor.meta, code is 9, comment is 0, blank is 0.
External\NavMeshComponents\Assets\NavMeshComponents\Editor\NavMeshAssetManager.cs, code is 259, comment is 12, blank is 54.
External\NavMeshComponents\Assets\NavMeshComponents\Editor\NavMeshAssetManager.cs.meta, code is 11, comment is 0, blank is 0.
External\NavMeshComponents\Assets\NavMeshComponents\Editor\NavMeshComponentsEditor.asmdef, code is 14, comment is 0, blank is 2.
External\NavMeshComponents\Assets\NavMeshComponents\Editor\NavMeshComponentsEditor.asmdef.meta, code is 7, comment is 0, blank is 0.
External\NavMeshComponents\Assets\NavMeshComponents\Editor\NavMeshComponentsGUIUtility.cs, code is 210, comment is 8, blank is 40.
External\NavMeshComponents\Assets\NavMeshComponents\Editor\NavMeshComponentsGUIUtility.cs.meta, code is 12, comment is 0, blank is 0.
External\NavMeshComponents\Assets\NavMeshComponents\Editor\NavMeshLinkEditor.cs, code is 228, comment is 1, blank is 50.
External\NavMeshComponents\Assets\NavMeshComponents\Editor\NavMeshLinkEditor.cs.meta, code is 12, comment is 0, blank is 0.
External\NavMeshComponents\Assets\NavMeshComponents\Editor\NavMeshModifierEditor.cs, code is 40, comment is 0, blank is 9.
External\NavMeshComponents\Assets\NavMeshComponents\Editor\NavMeshModifierEditor.cs.meta, code is 12, comment is 0, blank is 0.
External\NavMeshComponents\Assets\NavMeshComponents\Editor\NavMeshModifierVolumeEditor.cs, code is 117, comment is 0, blank is 29.
External\NavMeshComponents\Assets\NavMeshComponents\Editor\NavMeshModifierVolumeEditor.cs.meta, code is 12, comment is 0, blank is 0.
External\NavMeshComponents\Assets\NavMeshComponents\Editor\NavMeshSurfaceEditor.cs, code is 325, comment is 8, blank is 67.
External\NavMeshComponents\Assets\NavMeshComponents\Editor\NavMeshSurfaceEditor.cs.meta, code is 12, comment is 0, blank is 0.
External\NavMeshComponents\Assets\NavMeshComponents\Scripts.meta, code is 9, comment is 0, blank is 0.
External\NavMeshComponents\Assets\NavMeshComponents\Scripts\NavMeshComponents.asmdef, code is 12, comment is 0, blank is 0.
External\NavMeshComponents\Assets\NavMeshComponents\Scripts\NavMeshComponents.asmdef.meta, code is 7, comment is 0, blank is 0.
External\NavMeshComponents\Assets\NavMeshComponents\Scripts\NavMeshLink.cs, code is 142, comment is 0, blank is 30.
External\NavMeshComponents\Assets\NavMeshComponents\Scripts\NavMeshLink.cs.meta, code is 12, comment is 0, blank is 0.
External\NavMeshComponents\Assets\NavMeshComponents\Scripts\NavMeshModifier.cs, code is 43, comment is 3, blank is 9.
External\NavMeshComponents\Assets\NavMeshComponents\Scripts\NavMeshModifier.cs.meta, code is 12, comment is 0, blank is 0.
External\NavMeshComponents\Assets\NavMeshComponents\Scripts\NavMeshModifierVolume.cs, code is 43, comment is 3, blank is 9.
External\NavMeshComponents\Assets\NavMeshComponents\Scripts\NavMeshModifierVolume.cs.meta, code is 12, comment is 0, blank is 0.
External\NavMeshComponents\Assets\NavMeshComponents\Scripts\NavMeshSurface.cs, code is 400, comment is 23, blank is 63.
External\NavMeshComponents\Assets\NavMeshComponents\Scripts\NavMeshSurface.cs.meta, code is 12, comment is 0, blank is 0.
External\NavMeshComponents\Assets\Tests.meta, code is 9, comment is 0, blank is 0.
External\NavMeshComponents\Assets\Tests\Editor.meta, code is 8, comment is 0, blank is 0.
External\NavMeshComponents\Assets\Tests\Editor\NavMeshComponentsTestsEditmode.asmdef, code is 16, comment is 0, blank is 3.
External\NavMeshComponents\Assets\Tests\Editor\NavMeshComponentsTestsEditmode.asmdef.meta, code is 7, comment is 0, blank is 0.
External\NavMeshComponents\Assets\Tests\Editor\NavMeshModifierVolumeInPrefabTests.cs, code is 189, comment is 2, blank is 43.
External\NavMeshComponents\Assets\Tests\Editor\NavMeshModifierVolumeInPrefabTests.cs.meta, code is 11, comment is 0, blank is 0.
External\NavMeshComponents\Assets\Tests\Editor\NavMeshSurfaceInPrefabTests.cs, code is 649, comment is 6, blank is 170.
External\NavMeshComponents\Assets\Tests\Editor\NavMeshSurfaceInPrefabTests.cs.meta, code is 11, comment is 0, blank is 0.
External\NavMeshComponents\Assets\Tests\Editor\NavMeshSurfaceInPrefabVariantTests.cs, code is 179, comment is 2, blank is 52.
External\NavMeshComponents\Assets\Tests\Editor\NavMeshSurfaceInPrefabVariantTests.cs.meta, code is 11, comment is 0, blank is 0.
External\NavMeshComponents\Assets\Tests\Editor\PrefabSavingUtil.cs, code is 14, comment is 0, blank is 4.
External\NavMeshComponents\Assets\Tests\Editor\PrefabSavingUtil.cs.meta, code is 11, comment is 0, blank is 0.
External\NavMeshComponents\Assets\Tests\Editor\PrefabStageAutoSavingUtil.cs, code is 37, comment is 0, blank is 7.
External\NavMeshComponents\Assets\Tests\Editor\PrefabStageAutoSavingUtil.cs.meta, code is 11, comment is 0, blank is 0.
External\NavMeshComponents\Assets\Tests\NavMeshComponentsTestsPlaymode.asmdef, code is 14, comment is 0, blank is 2.
External\NavMeshComponents\Assets\Tests\NavMeshComponentsTestsPlaymode.asmdef.meta, code is 7, comment is 0, blank is 0.
External\NavMeshComponents\Assets\Tests\NavMeshSurfaceAgentTests.cs, code is 69, comment is 14, blank is 19.
External\NavMeshComponents\Assets\Tests\NavMeshSurfaceAgentTests.cs.meta, code is 12, comment is 0, blank is 0.
External\NavMeshComponents\Assets\Tests\NavMeshSurfaceLinkTests.cs, code is 120, comment is 0, blank is 25.
External\NavMeshComponents\Assets\Tests\NavMeshSurfaceLinkTests.cs.meta, code is 12, comment is 0, blank is 0.
External\NavMeshComponents\Assets\Tests\NavMeshSurfaceModifierTests.cs, code is 87, comment is 0, blank is 25.
External\NavMeshComponents\Assets\Tests\NavMeshSurfaceModifierTests.cs.meta, code is 12, comment is 0, blank is 0.
External\NavMeshComponents\Assets\Tests\NavMeshSurfaceModifierVolumeTests.cs, code is 58, comment is 0, blank is 13.
External\NavMeshComponents\Assets\Tests\NavMeshSurfaceModifierVolumeTests.cs.meta, code is 12, comment is 0, blank is 0.
External\NavMeshComponents\Assets\Tests\NavMeshSurfaceTests.cs, code is 164, comment is 0, blank is 38.
External\NavMeshComponents\Assets\Tests\NavMeshSurfaceTests.cs.meta, code is 12, comment is 0, blank is 0.
External\NavMeshComponents\Documentation.meta, code is 8, comment is 0, blank is 0.
External\NavMeshComponents\Documentation\ConnectingSurfaces.md, code is 9, comment is 0, blank is 4.
External\NavMeshComponents\Documentation\ConnectingSurfaces.md.meta, code is 7, comment is 0, blank is 0.
External\NavMeshComponents\Documentation\Images.meta, code is 8, comment is 0, blank is 0.
External\NavMeshComponents\Documentation\Images\ConnectingSurfaces-Example.png, it is a binary file.
External\NavMeshComponents\Documentation\Images\ConnectingSurfaces-Example.png.meta, code is 88, comment is 0, blank is 0.
External\NavMeshComponents\Documentation\Images\NavMeshLink-Example.png, it is a binary file.
External\NavMeshComponents\Documentation\Images\NavMeshLink-Example.png.meta, code is 88, comment is 0, blank is 0.
External\NavMeshComponents\Documentation\Images\NavMeshModifier-Example.png, it is a binary file.
External\NavMeshComponents\Documentation\Images\NavMeshModifier-Example.png.meta, code is 88, comment is 0, blank is 0.
External\NavMeshComponents\Documentation\Images\NavMeshModifierVolume-Example.png, it is a binary file.
External\NavMeshComponents\Documentation\Images\NavMeshModifierVolume-Example.png.meta, code is 88, comment is 0, blank is 0.
External\NavMeshComponents\Documentation\Images\NavMeshSurface-Advanced.png, it is a binary file.
External\NavMeshComponents\Documentation\Images\NavMeshSurface-Advanced.png.meta, code is 88, comment is 0, blank is 0.
External\NavMeshComponents\Documentation\Images\NavMeshSurface-Example.png, it is a binary file.
External\NavMeshComponents\Documentation\Images\NavMeshSurface-Example.png.meta, code is 88, comment is 0, blank is 0.
External\NavMeshComponents\Documentation\NavMeshLink.md, code is 11, comment is 0, blank is 5.
External\NavMeshComponents\Documentation\NavMeshLink.md.meta, code is 7, comment is 0, blank is 0.
External\NavMeshComponents\Documentation\NavMeshModifier.md, code is 11, comment is 0, blank is 7.
External\NavMeshComponents\Documentation\NavMeshModifier.md.meta, code is 7, comment is 0, blank is 0.
External\NavMeshComponents\Documentation\NavMeshModifierVolume.md, code is 10, comment is 0, blank is 6.
External\NavMeshComponents\Documentation\NavMeshModifierVolume.md.meta, code is 7, comment is 0, blank is 0.
External\NavMeshComponents\Documentation\NavMeshSurface.md, code is 24, comment is 0, blank is 13.
External\NavMeshComponents\Documentation\NavMeshSurface.md.meta, code is 7, comment is 0, blank is 0.
External\NavMeshComponents\Documentation\README.md, code is 9, comment is 0, blank is 6.
External\NavMeshComponents\Documentation\README.md.meta, code is 7, comment is 0, blank is 0.
External\NavMeshComponents\LICENSE, code is 17, comment is 0, blank is 4.
External\NavMeshComponents\LICENSE.meta, code is 7, comment is 0, blank is 0.
External\NavMeshComponents\Packages.meta, code is 8, comment is 0, blank is 0.
External\NavMeshComponents\Packages\manifest.json, code is 35, comment is 0, blank is 0.
External\NavMeshComponents\Packages\manifest.json.meta, code is 7, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings.meta, code is 8, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\AudioManager.asset, code is 16, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\AudioManager.asset.meta, code is 8, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\ClusterInputManager.asset, code is 6, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\ClusterInputManager.asset.meta, code is 8, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\DynamicsManager.asset, code is 18, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\DynamicsManager.asset.meta, code is 8, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\EditorBuildSettings.asset, code is 7, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\EditorBuildSettings.asset.meta, code is 8, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\EditorSettings.asset, code is 24, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\EditorSettings.asset.meta, code is 8, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\GraphicsSettings.asset, code is 63, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\GraphicsSettings.asset.meta, code is 8, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\InputManager.asset, code is 295, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\InputManager.asset.meta, code is 8, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\NavMeshAreas.asset, code is 104, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\NavMeshAreas.asset.meta, code is 8, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\NetworkManager.asset, code is 8, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\NetworkManager.asset.meta, code is 8, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\Physics2DSettings.asset, code is 34, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\Physics2DSettings.asset.meta, code is 8, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\PresetManager.asset, code is 6, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\PresetManager.asset.meta, code is 8, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\ProjectSettings.asset, code is 596, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\ProjectSettings.asset.meta, code is 8, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\ProjectVersion.txt, code is 1, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\ProjectVersion.txt.meta, code is 7, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\QualitySettings.asset, code is 180, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\QualitySettings.asset.meta, code is 8, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\TagManager.asset, code is 43, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\TagManager.asset.meta, code is 8, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\TimeManager.asset, code is 9, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\TimeManager.asset.meta, code is 8, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\UnityConnectSettings.asset, code is 33, comment is 4, blank is 0.
External\NavMeshComponents\ProjectSettings\UnityConnectSettings.asset.meta, code is 8, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\VFXManager.asset, code is 11, comment is 0, blank is 0.
External\NavMeshComponents\ProjectSettings\VFXManager.asset.meta, code is 8, comment is 0, blank is 0.
External\NavMeshComponents\README.md, code is 26, comment is 1, blank is 15.
External\NavMeshComponents\README.md.meta, code is 7, comment is 0, blank is 0.
External\PS-ProgressBar.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Examples.meta, code is 9, comment is 0, blank is 0.
External\PS-ProgressBar\Examples\Prefab.meta, code is 9, comment is 0, blank is 0.
External\PS-ProgressBar\Examples\Prefab\BarSelector.prefab, code is 808, comment is 0, blank is 0.
External\PS-ProgressBar\Examples\Prefab\BarSelector.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Examples\Scenes.meta, code is 9, comment is 0, blank is 0.
External\PS-ProgressBar\Examples\Scenes\Example-BarBuilder.unity, code is 4904, comment is 0, blank is 0.
External\PS-ProgressBar\Examples\Scenes\Example-BarBuilder.unity.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Examples\Scenes\Example-Prefabs.unity, code is 3765, comment is 0, blank is 0.
External\PS-ProgressBar\Examples\Scenes\Example-Prefabs.unity.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Examples\Scenes\Example-Settings.unity, code is 2564, comment is 0, blank is 23.
External\PS-ProgressBar\Examples\Scenes\Example-Settings.unity.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Examples\Scripts.meta, code is 9, comment is 0, blank is 0.
External\PS-ProgressBar\Examples\Scripts\AssetStoreLink.cs, code is 1, comment is 14, blank is 3.
External\PS-ProgressBar\Examples\Scripts\AssetStoreLink.cs.meta, code is 12, comment is 0, blank is 0.
External\PS-ProgressBar\Examples\Scripts\TestBarControl.cs, code is 56, comment is 1, blank is 14.
External\PS-ProgressBar\Examples\Scripts\TestBarControl.cs.meta, code is 12, comment is 0, blank is 0.
External\PS-ProgressBar\Examples\Scripts\TestPageSwitch.cs, code is 32, comment is 0, blank is 9.
External\PS-ProgressBar\Examples\Scripts\TestPageSwitch.cs.meta, code is 12, comment is 0, blank is 0.
External\PS-ProgressBar\Examples\Scripts\TestSwitchBar.cs, code is 74, comment is 0, blank is 19.
External\PS-ProgressBar\Examples\Scripts\TestSwitchBar.cs.meta, code is 12, comment is 0, blank is 0.
External\PS-ProgressBar\Examples\Sprites.meta, code is 9, comment is 0, blank is 0.
External\PS-ProgressBar\Examples\Sprites\bg-gradient.png, it is a binary file.
External\PS-ProgressBar\Examples\Sprites\bg-gradient.png.meta, code is 68, comment is 0, blank is 0.
External\PS-ProgressBar\Examples\Sprites\PlayfulSystems.Logo.png, it is a binary file.
External\PS-ProgressBar\Examples\Sprites\PlayfulSystems.Logo.png.meta, code is 92, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs.meta, code is 9, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Circles.meta, code is 9, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Circles\CircularDots.prefab, code is 354, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Circles\CircularDots.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Circles\CircularHealth.prefab, code is 371, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Circles\CircularHealth.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Circles\CircularSegments 1.prefab, code is 531, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Circles\CircularSegments 1.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Circles\CircularSegments 2.prefab, code is 456, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Circles\CircularSegments 2.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Circles\CircularSegments.prefab, code is 531, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Circles\CircularSegments.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Circles\CircularSimple.prefab, code is 548, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Circles\CircularSimple.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Circles\CircularSimple2.prefab, code is 548, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Circles\CircularSimple2.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Circles\CircularSimple3.prefab, code is 548, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Circles\CircularSimple3.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal.meta, code is 9, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\HoritontalSlimWithGlow.prefab, code is 463, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\HoritontalSlimWithGlow.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\HoritontalSlimWithGlow2.prefab, code is 355, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\HoritontalSlimWithGlow2.prefab.meta, code is 7, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\HoritontalSlimWithHandleText.prefab, code is 676, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\HoritontalSlimWithHandleText.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\HorizontalBox.prefab, code is 589, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\HorizontalBox.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\HorizontalBoxGradient.prefab, code is 493, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\HorizontalBoxGradient.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\HorizontalBoxWithShadow.prefab, code is 630, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\HorizontalBoxWithShadow.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\HorizontalHex.prefab, code is 358, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\HorizontalHex.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\HorizontalHexWithShadow.prefab, code is 682, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\HorizontalHexWithShadow.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\HorizontalRound.prefab, code is 480, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\HorizontalRound.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\HorizontalRoundSmooth.prefab, code is 589, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\HorizontalRoundSmooth.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\HorizontalRoundWithText.prefab, code is 523, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\HorizontalRoundWithText.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\HorizontalSegmented.prefab, code is 355, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\HorizontalSegmented.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\HorizontalSegmented2.prefab, code is 355, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\HorizontalSegmented2.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\Sci-Fi.Beveled.Horizontal.prefab, code is 427, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\Sci-Fi.Beveled.Horizontal.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\Sci-Fi.Slanted.Horizontal.Blue.prefab, code is 496, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\Sci-Fi.Slanted.Horizontal.Blue.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\Sci-Fi.Slanted.Horizontal.Green.prefab, code is 496, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\Sci-Fi.Slanted.Horizontal.Green.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\Sci-Fi.Slanted.Horizontal.Yellow.prefab, code is 496, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\Sci-Fi.Slanted.Horizontal.Yellow.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\Sci-Fi.Striped.Horizontal.prefab, code is 915, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Horizontal\Sci-Fi.Striped.Horizontal.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Vertical.meta, code is 9, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Vertical\VerticalColored.prefab, code is 610, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Vertical\VerticalColored.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Vertical\VerticalGradient.prefab, code is 541, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Vertical\VerticalGradient.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Vertical\VerticalSimple.prefab, code is 454, comment is 0, blank is 0.
External\PS-ProgressBar\Prefabs\Vertical\VerticalSimple.prefab.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\readme.txt, code is 21, comment is 2, blank is 13.
External\PS-ProgressBar\readme.txt.meta, code is 8, comment is 0, blank is 0.
External\PS-ProgressBar\Scripts.meta, code is 9, comment is 0, blank is 0.
External\PS-ProgressBar\Scripts\BarViewColor.cs, code is 92, comment is 2, blank is 26.
External\PS-ProgressBar\Scripts\BarViewColor.cs.meta, code is 12, comment is 0, blank is 0.
External\PS-ProgressBar\Scripts\BarViewColorWhileMoving.cs, code is 40, comment is 0, blank is 14.
External\PS-ProgressBar\Scripts\BarViewColorWhileMoving.cs.meta, code is 12, comment is 0, blank is 0.
External\PS-ProgressBar\Scripts\BarViewPosAnchors.cs, code is 10, comment is 0, blank is 2.
External\PS-ProgressBar\Scripts\BarViewPosAnchors.cs.meta, code is 12, comment is 0, blank is 0.
External\PS-ProgressBar\Scripts\BarViewPosImageFill.cs, code is 68, comment is 0, blank is 16.
External\PS-ProgressBar\Scripts\BarViewPosImageFill.cs.meta, code is 12, comment is 0, blank is 0.
External\PS-ProgressBar\Scripts\BarViewSizeAnchors.cs, code is 69, comment is 1, blank is 14.
External\PS-ProgressBar\Scripts\BarViewSizeAnchors.cs.meta, code is 12, comment is 0, blank is 0.
External\PS-ProgressBar\Scripts\BarViewSizeAnchorsShadow.cs, code is 26, comment is 0, blank is 7.
External\PS-ProgressBar\Scripts\BarViewSizeAnchorsShadow.cs.meta, code is 12, comment is 0, blank is 0.
External\PS-ProgressBar\Scripts\BarViewSizeImageFill.cs, code is 38, comment is 1, blank is 10.
External\PS-ProgressBar\Scripts\BarViewSizeImageFill.cs.meta, code is 12, comment is 0, blank is 0.
External\PS-ProgressBar\Scripts\BarViewValueText.cs, code is 47, comment is 0, blank is 15.
External\PS-ProgressBar\Scripts\BarViewValueText.cs.meta, code is 12, comment is 0, blank is 0.
External\PS-ProgressBar\Scripts\Editor.meta, code is 9, comment is 0, blank is 0.
External\PS-ProgressBar\Scripts\Editor\BarViewColorDrawer.cs, code is 52, comment is 0, blank is 13.
External\PS-ProgressBar\Scripts\Editor\BarViewColorDrawer.cs.meta, code is 12, comment is 0, blank is 0.
External\PS-ProgressBar\Scripts\Editor\ProgressBarProDrawer.cs, code is 74, comment is 1, blank is 17.
External\PS-ProgressBar\Scripts\Editor\ProgressBarProDrawer.cs.meta, code is 12, comment is 0, blank is 0.
External\PS-ProgressBar\Scripts\Extensions.meta, code is 10, comment is 0, blank is 0.
External\PS-ProgressBar\Scripts\Extensions\BarViewValueTextMeshPro.zip, it is a binary file.
External\PS-ProgressBar\Scripts\Extensions\BarViewValueTextMeshPro.zip.meta, code is 9, comment is 0, blank is 0.
External\PS-ProgressBar\Scripts\Extensions\readme.txt.txt, code is 7, comment is 0, blank is 4.
External\PS-ProgressBar\Scripts\Extensions\readme.txt.txt.meta, code is 9, comment is 0, blank is 0.
External\PS-ProgressBar\Scripts\ProgressBarPro.cs, code is 145, comment is 7, blank is 37.
External\PS-ProgressBar\Scripts\ProgressBarPro.cs.meta, code is 12, comment is 0, blank is 0.
External\PS-ProgressBar\Scripts\ProgressBarProView.cs, code is 20, comment is 15, blank is 7.
External\PS-ProgressBar\Scripts\ProgressBarProView.cs.meta, code is 12, comment is 0, blank is 0.
External\PS-ProgressBar\Scripts\Utils.meta, code is 9, comment is 0, blank is 0.
External\PS-ProgressBar\Scripts\Utils\ImageSlicedMirror.cs, code is 112, comment is 10, blank is 28.
